agency_cd,site_no,datetime,MeanFlow_cfs,Confidence
USGS,02087500,1930-10-01,347.0,A
USGS,02087500,1930-10-02,173.0,A
USGS,02087500,1930-10-03,132.0,A
USGS,02087500,1930-10-04,125.0,A
USGS,02087500,1930-10-05,125.0,A
USGS,02087500,1930-10-06,98.0,A
USGS,02087500,1930-10-07,87.0,A
USGS,02087500,1930-10-08,87.0,A
USGS,02087500,1930-10-09,118.0,A
USGS,02087500,1930-10-10,118.0,A
USGS,02087500,1930-10-11,118.0,A
USGS,02087500,1930-10-12,111.0,A
USGS,02087500,1930-10-13,116.0,A
USGS,02087500,1930-10-14,257.0,A
USGS,02087500,1930-10-15,299.0,A
USGS,02087500,1930-10-16,440.0,A
USGS,02087500,1930-10-17,296.0,A
USGS,02087500,1930-10-18,237.0,A
USGS,02087500,1930-10-19,192.0,A
USGS,02087500,1930-10-20,132.0,A
USGS,02087500,1930-10-21,173.0,A
USGS,02087500,1930-10-22,182.0,A
USGS,02087500,1930-10-23,156.0,A
USGS,02087500,1930-10-24,156.0,A
USGS,02087500,1930-10-25,164.0,A
USGS,02087500,1930-10-26,148.0,A
USGS,02087500,1930-10-27,125.0,A
USGS,02087500,1930-10-28,164.0,A
USGS,02087500,1930-10-29,213.0,A
USGS,02087500,1930-10-30,329.0,A
USGS,02087500,1930-10-31,296.0,A
USGS,02087500,1930-11-01,237.0,A
USGS,02087500,1930-11-02,213.0,A
USGS,02087500,1930-11-03,164.0,A
USGS,02087500,1930-11-04,404.0,A
USGS,02087500,1930-11-05,750.0,A
USGS,02087500,1930-11-06,575.0,A
USGS,02087500,1930-11-07,480.0,A
USGS,02087500,1930-11-08,364.0,A
USGS,02087500,1930-11-09,280.0,A
USGS,02087500,1930-11-10,250.0,A
USGS,02087500,1930-11-11,312.0,A
USGS,02087500,1930-11-12,250.0,A
USGS,02087500,1930-11-13,250.0,A
USGS,02087500,1930-11-14,280.0,A
USGS,02087500,1930-11-15,265.0,A
USGS,02087500,1930-11-16,237.0,A
USGS,02087500,1930-11-17,202.0,A
USGS,02087500,1930-11-18,312.0,A
USGS,02087500,1930-11-19,250.0,A
USGS,02087500,1930-11-20,280.0,A
USGS,02087500,1930-11-21,312.0,A
USGS,02087500,1930-11-22,296.0,A
USGS,02087500,1930-11-23,224.0,A
USGS,02087500,1930-11-24,192.0,A
USGS,02087500,1930-11-25,280.0,A
USGS,02087500,1930-11-26,237.0,A
USGS,02087500,1930-11-27,213.0,A
USGS,02087500,1930-11-28,202.0,A
USGS,02087500,1930-11-29,202.0,A
USGS,02087500,1930-11-30,192.0,A
USGS,02087500,1930-12-01,265.0,A
USGS,02087500,1930-12-02,401.0,A
USGS,02087500,1930-12-03,296.0,A
USGS,02087500,1930-12-04,280.0,A
USGS,02087500,1930-12-05,280.0,A
USGS,02087500,1930-12-06,329.0,A
USGS,02087500,1930-12-07,695.0,A
USGS,02087500,1930-12-08,920.0,A
USGS,02087500,1930-12-09,920.0,A
USGS,02087500,1930-12-10,595.0,A
USGS,02087500,1930-12-11,440.0,A
USGS,02087500,1930-12-12,382.0,A
USGS,02087500,1930-12-13,346.0,A
USGS,02087500,1930-12-14,280.0,A
USGS,02087500,1930-12-15,280.0,A
USGS,02087500,1930-12-16,312.0,A
USGS,02087500,1930-12-17,296.0,A
USGS,02087500,1930-12-18,312.0,A
USGS,02087500,1930-12-19,420.0,A
USGS,02087500,1930-12-20,595.0,A
USGS,02087500,1930-12-21,645.0,A
USGS,02087500,1930-12-22,695.0,A
USGS,02087500,1930-12-23,695.0,A
USGS,02087500,1930-12-24,620.0,A
USGS,02087500,1930-12-25,500.0,A
USGS,02087500,1930-12-26,645.0,A
USGS,02087500,1930-12-27,1870.0,A
USGS,02087500,1930-12-28,2500.0,A
USGS,02087500,1930-12-29,2660.0,A
USGS,02087500,1930-12-30,1870.0,A
USGS,02087500,1930-12-31,1220.0,A
USGS,02087500,1931-01-01,980.0,A
USGS,02087500,1931-01-02,805.0,A
USGS,02087500,1931-01-03,645.0,A
USGS,02087500,1931-01-04,620.0,A
USGS,02087500,1931-01-05,620.0,A
USGS,02087500,1931-01-06,805.0,A
USGS,02087500,1931-01-07,1220.0,A
USGS,02087500,1931-01-08,1220.0,A
USGS,02087500,1931-01-09,860.0,A
USGS,02087500,1931-01-10,645.0,A
USGS,02087500,1931-01-11,595.0,A
USGS,02087500,1931-01-12,750.0,A
USGS,02087500,1931-01-13,1680.0,A
USGS,02087500,1931-01-14,1610.0,A
USGS,02087500,1931-01-15,1350.0,A
USGS,02087500,1931-01-16,980.0,A
USGS,02087500,1931-01-17,860.0,A
USGS,02087500,1931-01-18,860.0,A
USGS,02087500,1931-01-19,1100.0,A
USGS,02087500,1931-01-20,1540.0,A
USGS,02087500,1931-01-21,1610.0,A
USGS,02087500,1931-01-22,1160.0,A
USGS,02087500,1931-01-23,860.0,A
USGS,02087500,1931-01-24,750.0,A
USGS,02087500,1931-01-25,695.0,A
USGS,02087500,1931-01-26,695.0,A
USGS,02087500,1931-01-27,645.0,A
USGS,02087500,1931-01-28,595.0,A
USGS,02087500,1931-01-29,545.0,A
USGS,02087500,1931-01-30,522.0,A
USGS,02087500,1931-01-31,500.0,A
USGS,02087500,1931-02-01,480.0,A
USGS,02087500,1931-02-02,460.0,A
USGS,02087500,1931-02-03,440.0,A
USGS,02087500,1931-02-04,440.0,A
USGS,02087500,1931-02-05,420.0,A
USGS,02087500,1931-02-06,420.0,A
USGS,02087500,1931-02-07,420.0,A
USGS,02087500,1931-02-08,401.0,A
USGS,02087500,1931-02-09,420.0,A
USGS,02087500,1931-02-10,522.0,A
USGS,02087500,1931-02-11,480.0,A
USGS,02087500,1931-02-12,460.0,A
USGS,02087500,1931-02-13,440.0,A
USGS,02087500,1931-02-14,460.0,A
USGS,02087500,1931-02-15,500.0,A
USGS,02087500,1931-02-16,480.0,A
USGS,02087500,1931-02-17,480.0,A
USGS,02087500,1931-02-18,500.0,A
USGS,02087500,1931-02-19,545.0,A
USGS,02087500,1931-02-20,570.0,A
USGS,02087500,1931-02-21,570.0,A
USGS,02087500,1931-02-22,570.0,A
USGS,02087500,1931-02-23,570.0,A
USGS,02087500,1931-02-24,500.0,A
USGS,02087500,1931-02-25,480.0,A
USGS,02087500,1931-02-26,460.0,A
USGS,02087500,1931-02-27,440.0,A
USGS,02087500,1931-02-28,420.0,A
USGS,02087500,1931-03-01,480.0,A
USGS,02087500,1931-03-02,500.0,A
USGS,02087500,1931-03-03,522.0,A
USGS,02087500,1931-03-04,545.0,A
USGS,02087500,1931-03-05,500.0,A
USGS,02087500,1931-03-06,460.0,A
USGS,02087500,1931-03-07,440.0,A
USGS,02087500,1931-03-08,480.0,A
USGS,02087500,1931-03-09,545.0,A
USGS,02087500,1931-03-10,695.0,A
USGS,02087500,1931-03-11,645.0,A
USGS,02087500,1931-03-12,522.0,A
USGS,02087500,1931-03-13,460.0,A
USGS,02087500,1931-03-14,440.0,A
USGS,02087500,1931-03-15,420.0,A
USGS,02087500,1931-03-16,420.0,A
USGS,02087500,1931-03-17,420.0,A
USGS,02087500,1931-03-18,401.0,A
USGS,02087500,1931-03-19,401.0,A
USGS,02087500,1931-03-20,382.0,A
USGS,02087500,1931-03-21,364.0,A
USGS,02087500,1931-03-22,652.0,A
USGS,02087500,1931-03-23,2130.0,A
USGS,02087500,1931-03-24,1960.0,A
USGS,02087500,1931-03-25,1420.0,A
USGS,02087500,1931-03-26,980.0,A
USGS,02087500,1931-03-27,750.0,A
USGS,02087500,1931-03-28,595.0,A
USGS,02087500,1931-03-29,980.0,A
USGS,02087500,1931-03-30,1220.0,A
USGS,02087500,1931-03-31,1480.0,A
USGS,02087500,1931-04-01,1220.0,A
USGS,02087500,1931-04-02,1750.0,A
USGS,02087500,1931-04-03,2190.0,A
USGS,02087500,1931-04-04,1610.0,A
USGS,02087500,1931-04-05,2200.0,A
USGS,02087500,1931-04-06,4580.0,A
USGS,02087500,1931-04-07,5300.0,A
USGS,02087500,1931-04-08,5300.0,A
USGS,02087500,1931-04-09,5400.0,A
USGS,02087500,1931-04-10,5300.0,A
USGS,02087500,1931-04-11,3090.0,A
USGS,02087500,1931-04-12,1350.0,A
USGS,02087500,1931-04-13,1100.0,A
USGS,02087500,1931-04-14,920.0,A
USGS,02087500,1931-04-15,860.0,A
USGS,02087500,1931-04-16,805.0,A
USGS,02087500,1931-04-17,750.0,A
USGS,02087500,1931-04-18,750.0,A
USGS,02087500,1931-04-19,750.0,A
USGS,02087500,1931-04-20,805.0,A
USGS,02087500,1931-04-21,920.0,A
USGS,02087500,1931-04-22,980.0,A
USGS,02087500,1931-04-23,1040.0,A
USGS,02087500,1931-04-24,1220.0,A
USGS,02087500,1931-04-25,1100.0,A
USGS,02087500,1931-04-26,860.0,A
USGS,02087500,1931-04-27,980.0,A
USGS,02087500,1931-04-28,1160.0,A
USGS,02087500,1931-04-29,980.0,A
USGS,02087500,1931-04-30,805.0,A
USGS,02087500,1931-05-01,750.0,A
USGS,02087500,1931-05-02,750.0,A
USGS,02087500,1931-05-03,750.0,A
USGS,02087500,1931-05-04,860.0,A
USGS,02087500,1931-05-05,860.0,A
USGS,02087500,1931-05-06,750.0,A
USGS,02087500,1931-05-07,957.0,A
USGS,02087500,1931-05-08,5470.0,A
USGS,02087500,1931-05-09,3980.0,A
USGS,02087500,1931-05-10,2980.0,A
USGS,02087500,1931-05-11,2120.0,A
USGS,02087500,1931-05-12,1680.0,A
USGS,02087500,1931-05-13,1480.0,A
USGS,02087500,1931-05-14,1280.0,A
USGS,02087500,1931-05-15,1040.0,A
USGS,02087500,1931-05-16,860.0,A
USGS,02087500,1931-05-17,750.0,A
USGS,02087500,1931-05-18,695.0,A
USGS,02087500,1931-05-19,645.0,A
USGS,02087500,1931-05-20,645.0,A
USGS,02087500,1931-05-21,1990.0,A
USGS,02087500,1931-05-22,4250.0,A
USGS,02087500,1931-05-23,4250.0,A
USGS,02087500,1931-05-24,4610.0,A
USGS,02087500,1931-05-25,4700.0,A
USGS,02087500,1931-05-26,3300.0,A
USGS,02087500,1931-05-27,1220.0,A
USGS,02087500,1931-05-28,980.0,A
USGS,02087500,1931-05-29,860.0,A
USGS,02087500,1931-05-30,750.0,A
USGS,02087500,1931-05-31,750.0,A
USGS,02087500,1931-06-01,695.0,A
USGS,02087500,1931-06-02,695.0,A
USGS,02087500,1931-06-03,645.0,A
USGS,02087500,1931-06-04,645.0,A
USGS,02087500,1931-06-05,595.0,A
USGS,02087500,1931-06-06,595.0,A
USGS,02087500,1931-06-07,570.0,A
USGS,02087500,1931-06-08,522.0,A
USGS,02087500,1931-06-09,440.0,A
USGS,02087500,1931-06-10,382.0,A
USGS,02087500,1931-06-11,364.0,A
USGS,02087500,1931-06-12,346.0,A
USGS,02087500,1931-06-13,329.0,A
USGS,02087500,1931-06-14,312.0,A
USGS,02087500,1931-06-15,312.0,A
USGS,02087500,1931-06-16,2060.0,A
USGS,02087500,1931-06-17,980.0,A
USGS,02087500,1931-06-18,545.0,A
USGS,02087500,1931-06-19,440.0,A
USGS,02087500,1931-06-20,382.0,A
USGS,02087500,1931-06-21,346.0,A
USGS,02087500,1931-06-22,329.0,A
USGS,02087500,1931-06-23,382.0,A
USGS,02087500,1931-06-24,980.0,A
USGS,02087500,1931-06-25,645.0,A
USGS,02087500,1931-06-26,382.0,A
USGS,02087500,1931-06-27,346.0,A
USGS,02087500,1931-06-28,312.0,A
USGS,02087500,1931-06-29,296.0,A
USGS,02087500,1931-06-30,280.0,A
USGS,02087500,1931-07-01,265.0,A
USGS,02087500,1931-07-02,265.0,A
USGS,02087500,1931-07-03,265.0,A
USGS,02087500,1931-07-04,860.0,A
USGS,02087500,1931-07-05,3680.0,A
USGS,02087500,1931-07-06,1350.0,A
USGS,02087500,1931-07-07,805.0,A
USGS,02087500,1931-07-08,500.0,A
USGS,02087500,1931-07-09,595.0,A
USGS,02087500,1931-07-10,500.0,A
USGS,02087500,1931-07-11,595.0,A
USGS,02087500,1931-07-12,420.0,A
USGS,02087500,1931-07-13,1040.0,A
USGS,02087500,1931-07-14,1120.0,A
USGS,02087500,1931-07-15,346.0,A
USGS,02087500,1931-07-16,364.0,A
USGS,02087500,1931-07-17,329.0,A
USGS,02087500,1931-07-18,312.0,A
USGS,02087500,1931-07-19,420.0,A
USGS,02087500,1931-07-20,346.0,A
USGS,02087500,1931-07-21,684.0,A
USGS,02087500,1931-07-22,3460.0,A
USGS,02087500,1931-07-23,1350.0,A
USGS,02087500,1931-07-24,595.0,A
USGS,02087500,1931-07-25,1070.0,A
USGS,02087500,1931-07-26,2980.0,A
USGS,02087500,1931-07-27,3220.0,A
USGS,02087500,1931-07-28,1350.0,A
USGS,02087500,1931-07-29,545.0,A
USGS,02087500,1931-07-30,440.0,A
USGS,02087500,1931-07-31,695.0,A
USGS,02087500,1931-08-01,5740.0,A
USGS,02087500,1931-08-02,1940.0,A
USGS,02087500,1931-08-03,1610.0,A
USGS,02087500,1931-08-04,1850.0,A
USGS,02087500,1931-08-05,6400.0,A
USGS,02087500,1931-08-06,10600.0,A
USGS,02087500,1931-08-07,8800.0,A
USGS,02087500,1931-08-08,3030.0,A
USGS,02087500,1931-08-09,1040.0,A
USGS,02087500,1931-08-10,920.0,A
USGS,02087500,1931-08-11,2930.0,A
USGS,02087500,1931-08-12,5500.0,A
USGS,02087500,1931-08-13,4070.0,A
USGS,02087500,1931-08-14,4160.0,A
USGS,02087500,1931-08-15,4160.0,A
USGS,02087500,1931-08-16,3710.0,A
USGS,02087500,1931-08-17,4070.0,A
USGS,02087500,1931-08-18,3080.0,A
USGS,02087500,1931-08-19,1100.0,A
USGS,02087500,1931-08-20,920.0,A
USGS,02087500,1931-08-21,2800.0,A
USGS,02087500,1931-08-22,3710.0,A
USGS,02087500,1931-08-23,3300.0,A
USGS,02087500,1931-08-24,2260.0,A
USGS,02087500,1931-08-25,1750.0,A
USGS,02087500,1931-08-26,1280.0,A
USGS,02087500,1931-08-27,920.0,A
USGS,02087500,1931-08-28,805.0,A
USGS,02087500,1931-08-29,750.0,A
USGS,02087500,1931-08-30,645.0,A
USGS,02087500,1931-08-31,595.0,A
USGS,02087500,1931-09-01,545.0,A
USGS,02087500,1931-09-02,522.0,A
USGS,02087500,1931-09-03,460.0,A
USGS,02087500,1931-09-04,1680.0,A
USGS,02087500,1931-09-05,570.0,A
USGS,02087500,1931-09-06,420.0,A
USGS,02087500,1931-09-07,382.0,A
USGS,02087500,1931-09-08,382.0,A
USGS,02087500,1931-09-09,346.0,A
USGS,02087500,1931-09-10,346.0,A
USGS,02087500,1931-09-11,329.0,A
USGS,02087500,1931-09-12,296.0,A
USGS,02087500,1931-09-13,312.0,A
USGS,02087500,1931-09-14,296.0,A
USGS,02087500,1931-09-15,280.0,A
USGS,02087500,1931-09-16,265.0,A
USGS,02087500,1931-09-17,296.0,A
USGS,02087500,1931-09-18,280.0,A
USGS,02087500,1931-09-19,280.0,A
USGS,02087500,1931-09-20,265.0,A
USGS,02087500,1931-09-21,250.0,A
USGS,02087500,1931-09-22,265.0,A
USGS,02087500,1931-09-23,237.0,A
USGS,02087500,1931-09-24,280.0,A
USGS,02087500,1931-09-25,265.0,A
USGS,02087500,1931-09-26,265.0,A
USGS,02087500,1931-09-27,346.0,A
USGS,02087500,1931-09-28,182.0,A
USGS,02087500,1931-09-29,182.0,A
USGS,02087500,1931-09-30,173.0,A
USGS,02087500,1931-10-01,178.0,A
USGS,02087500,1931-10-02,190.0,A
USGS,02087500,1931-10-03,182.0,A
USGS,02087500,1931-10-04,209.0,A
USGS,02087500,1931-10-05,217.0,A
USGS,02087500,1931-10-06,242.0,A
USGS,02087500,1931-10-07,202.0,A
USGS,02087500,1931-10-08,166.0,A
USGS,02087500,1931-10-09,164.0,A
USGS,02087500,1931-10-10,164.0,A
USGS,02087500,1931-10-11,166.0,A
USGS,02087500,1931-10-12,138.0,A
USGS,02087500,1931-10-13,159.0,A
USGS,02087500,1931-10-14,162.0,A
USGS,02087500,1931-10-15,159.0,A
USGS,02087500,1931-10-16,220.0,A
USGS,02087500,1931-10-17,271.0,A
USGS,02087500,1931-10-18,178.0,A
USGS,02087500,1931-10-19,134.0,A
USGS,02087500,1931-10-20,162.0,A
USGS,02087500,1931-10-21,162.0,A
USGS,02087500,1931-10-22,145.0,A
USGS,02087500,1931-10-23,146.0,A
USGS,02087500,1931-10-24,169.0,A
USGS,02087500,1931-10-25,168.0,A
USGS,02087500,1931-10-26,125.0,A
USGS,02087500,1931-10-27,182.0,A
USGS,02087500,1931-10-28,217.0,A
USGS,02087500,1931-10-29,229.0,A
USGS,02087500,1931-10-30,280.0,A
USGS,02087500,1931-10-31,250.0,A
USGS,02087500,1931-11-01,211.0,A
USGS,02087500,1931-11-02,175.0,A
USGS,02087500,1931-11-03,215.0,A
USGS,02087500,1931-11-04,177.0,A
USGS,02087500,1931-11-05,138.0,A
USGS,02087500,1931-11-06,135.0,A
USGS,02087500,1931-11-07,135.0,A
USGS,02087500,1931-11-08,169.0,A
USGS,02087500,1931-11-09,142.0,A
USGS,02087500,1931-11-10,194.0,A
USGS,02087500,1931-11-11,180.0,A
USGS,02087500,1931-11-12,140.0,A
USGS,02087500,1931-11-13,146.0,A
USGS,02087500,1931-11-14,153.0,A
USGS,02087500,1931-11-15,182.0,A
USGS,02087500,1931-11-16,140.0,A
USGS,02087500,1931-11-17,190.0,A
USGS,02087500,1931-11-18,178.0,A
USGS,02087500,1931-11-19,146.0,A
USGS,02087500,1931-11-20,143.0,A
USGS,02087500,1931-11-21,166.0,A
USGS,02087500,1931-11-22,194.0,A
USGS,02087500,1931-11-23,145.0,A
USGS,02087500,1931-11-24,211.0,A
USGS,02087500,1931-11-25,192.0,A
USGS,02087500,1931-11-26,148.0,A
USGS,02087500,1931-11-27,142.0,A
USGS,02087500,1931-11-28,186.0,A
USGS,02087500,1931-11-29,202.0,A
USGS,02087500,1931-11-30,148.0,A
USGS,02087500,1931-12-01,211.0,A
USGS,02087500,1931-12-02,182.0,A
USGS,02087500,1931-12-03,142.0,A
USGS,02087500,1931-12-04,761.0,A
USGS,02087500,1931-12-05,896.0,A
USGS,02087500,1931-12-06,409.0,A
USGS,02087500,1931-12-07,315.0,A
USGS,02087500,1931-12-08,315.0,A
USGS,02087500,1931-12-09,382.0,A
USGS,02087500,1931-12-10,920.0,A
USGS,02087500,1931-12-11,645.0,A
USGS,02087500,1931-12-12,545.0,A
USGS,02087500,1931-12-13,448.0,A
USGS,02087500,1931-12-14,416.0,A
USGS,02087500,1931-12-15,540.0,A
USGS,02087500,1931-12-16,496.0,A
USGS,02087500,1931-12-17,420.0,A
USGS,02087500,1931-12-18,452.0,A
USGS,02087500,1931-12-19,420.0,A
USGS,02087500,1931-12-20,386.0,A
USGS,02087500,1931-12-21,346.0,A
USGS,02087500,1931-12-22,530.0,A
USGS,02087500,1931-12-23,1010.0,A
USGS,02087500,1931-12-24,920.0,A
USGS,02087500,1931-12-25,695.0,A
USGS,02087500,1931-12-26,527.0,A
USGS,02087500,1931-12-27,440.0,A
USGS,02087500,1931-12-28,480.0,A
USGS,02087500,1931-12-29,492.0,A
USGS,02087500,1931-12-30,456.0,A
USGS,02087500,1931-12-31,448.0,A
USGS,02087500,1932-01-01,635.0,A
USGS,02087500,1932-01-02,832.0,A
USGS,02087500,1932-01-03,1010.0,A
USGS,02087500,1932-01-04,778.0,A
USGS,02087500,1932-01-05,575.0,A
USGS,02087500,1932-01-06,504.0,A
USGS,02087500,1932-01-07,514.0,A
USGS,02087500,1932-01-08,1930.0,A
USGS,02087500,1932-01-09,5100.0,A
USGS,02087500,1932-01-10,6500.0,A
USGS,02087500,1932-01-11,6300.0,A
USGS,02087500,1932-01-12,6200.0,A
USGS,02087500,1932-01-13,6400.0,A
USGS,02087500,1932-01-14,5400.0,A
USGS,02087500,1932-01-15,2020.0,A
USGS,02087500,1932-01-16,1270.0,A
USGS,02087500,1932-01-17,1110.0,A
USGS,02087500,1932-01-18,980.0,A
USGS,02087500,1932-01-19,890.0,A
USGS,02087500,1932-01-20,860.0,A
USGS,02087500,1932-01-21,830.0,A
USGS,02087500,1932-01-22,800.0,A
USGS,02087500,1932-01-23,800.0,A
USGS,02087500,1932-01-24,800.0,A
USGS,02087500,1932-01-25,800.0,A
USGS,02087500,1932-01-26,716.0,A
USGS,02087500,1932-01-27,890.0,A
USGS,02087500,1932-01-28,950.0,A
USGS,02087500,1932-01-29,1080.0,A
USGS,02087500,1932-01-30,1740.0,A
USGS,02087500,1932-01-31,1780.0,A
USGS,02087500,1932-02-01,1740.0,A
USGS,02087500,1932-02-02,1340.0,A
USGS,02087500,1932-02-03,1430.0,A
USGS,02087500,1932-02-04,2460.0,A
USGS,02087500,1932-02-05,2780.0,A
USGS,02087500,1932-02-06,2780.0,A
USGS,02087500,1932-02-07,2160.0,A
USGS,02087500,1932-02-08,1460.0,A
USGS,02087500,1932-02-09,1240.0,A
USGS,02087500,1932-02-10,1110.0,A
USGS,02087500,1932-02-11,1010.0,A
USGS,02087500,1932-02-12,1010.0,A
USGS,02087500,1932-02-13,2090.0,A
USGS,02087500,1932-02-14,1810.0,A
USGS,02087500,1932-02-15,1400.0,A
USGS,02087500,1932-02-16,1200.0,A
USGS,02087500,1932-02-17,1170.0,A
USGS,02087500,1932-02-18,1170.0,A
USGS,02087500,1932-02-19,1080.0,A
USGS,02087500,1932-02-20,1010.0,A
USGS,02087500,1932-02-21,890.0,A
USGS,02087500,1932-02-22,1040.0,A
USGS,02087500,1932-02-23,1300.0,A
USGS,02087500,1932-02-24,1400.0,A
USGS,02087500,1932-02-25,1080.0,A
USGS,02087500,1932-02-26,950.0,A
USGS,02087500,1932-02-27,890.0,A
USGS,02087500,1932-02-28,860.0,A
USGS,02087500,1932-02-29,830.0,A
USGS,02087500,1932-03-01,692.0,A
USGS,02087500,1932-03-02,620.0,A
USGS,02087500,1932-03-03,590.0,A
USGS,02087500,1932-03-04,585.0,A
USGS,02087500,1932-03-05,585.0,A
USGS,02087500,1932-03-06,2150.0,A
USGS,02087500,1932-03-07,8080.0,A
USGS,02087500,1932-03-08,9350.0,A
USGS,02087500,1932-03-09,7400.0,A
USGS,02087500,1932-03-10,7200.0,A
USGS,02087500,1932-03-11,7100.0,A
USGS,02087500,1932-03-12,4960.0,A
USGS,02087500,1932-03-13,1700.0,A
USGS,02087500,1932-03-14,1340.0,A
USGS,02087500,1932-03-15,1140.0,A
USGS,02087500,1932-03-16,1080.0,A
USGS,02087500,1932-03-17,1040.0,A
USGS,02087500,1932-03-18,1040.0,A
USGS,02087500,1932-03-19,1080.0,A
USGS,02087500,1932-03-20,1080.0,A
USGS,02087500,1932-03-21,1010.0,A
USGS,02087500,1932-03-22,1110.0,A
USGS,02087500,1932-03-23,1240.0,A
USGS,02087500,1932-03-24,1200.0,A
USGS,02087500,1932-03-25,1140.0,A
USGS,02087500,1932-03-26,1010.0,A
USGS,02087500,1932-03-27,890.0,A
USGS,02087500,1932-03-28,1670.0,A
USGS,02087500,1932-03-29,2160.0,A
USGS,02087500,1932-03-30,2700.0,A
USGS,02087500,1932-03-31,1880.0,A
USGS,02087500,1932-04-01,1530.0,A
USGS,02087500,1932-04-02,2090.0,A
USGS,02087500,1932-04-03,2090.0,A
USGS,02087500,1932-04-04,1560.0,A
USGS,02087500,1932-04-05,1200.0,A
USGS,02087500,1932-04-06,1040.0,A
USGS,02087500,1932-04-07,1010.0,A
USGS,02087500,1932-04-08,1140.0,A
USGS,02087500,1932-04-09,1670.0,A
USGS,02087500,1932-04-10,1500.0,A
USGS,02087500,1932-04-11,1400.0,A
USGS,02087500,1932-04-12,1300.0,A
USGS,02087500,1932-04-13,1400.0,A
USGS,02087500,1932-04-14,1340.0,A
USGS,02087500,1932-04-15,1040.0,A
USGS,02087500,1932-04-16,920.0,A
USGS,02087500,1932-04-17,860.0,A
USGS,02087500,1932-04-18,770.0,A
USGS,02087500,1932-04-19,674.0,A
USGS,02087500,1932-04-20,758.0,A
USGS,02087500,1932-04-21,770.0,A
USGS,02087500,1932-04-22,758.0,A
USGS,02087500,1932-04-23,746.0,A
USGS,02087500,1932-04-24,635.0,A
USGS,02087500,1932-04-25,510.0,A
USGS,02087500,1932-04-26,555.0,A
USGS,02087500,1932-04-27,662.0,A
USGS,02087500,1932-04-28,860.0,A
USGS,02087500,1932-04-29,692.0,A
USGS,02087500,1932-04-30,560.0,A
USGS,02087500,1932-05-01,540.0,A
USGS,02087500,1932-05-02,752.0,A
USGS,02087500,1932-05-03,860.0,A
USGS,02087500,1932-05-04,650.0,A
USGS,02087500,1932-05-05,550.0,A
USGS,02087500,1932-05-06,505.0,A
USGS,02087500,1932-05-07,464.0,A
USGS,02087500,1932-05-08,427.0,A
USGS,02087500,1932-05-09,379.0,A
USGS,02087500,1932-05-10,419.0,A
USGS,02087500,1932-05-11,645.0,A
USGS,02087500,1932-05-12,710.0,A
USGS,02087500,1932-05-13,590.0,A
USGS,02087500,1932-05-14,535.0,A
USGS,02087500,1932-05-15,455.0,A
USGS,02087500,1932-05-16,407.0,A
USGS,02087500,1932-05-17,379.0,A
USGS,02087500,1932-05-18,387.0,A
USGS,02087500,1932-05-19,407.0,A
USGS,02087500,1932-05-20,372.0,A
USGS,02087500,1932-05-21,364.0,A
USGS,02087500,1932-05-22,368.0,A
USGS,02087500,1932-05-23,361.0,A
USGS,02087500,1932-05-24,350.0,A
USGS,02087500,1932-05-25,333.0,A
USGS,02087500,1932-05-26,322.0,A
USGS,02087500,1932-05-27,319.0,A
USGS,02087500,1932-05-28,2690.0,A
USGS,02087500,1932-05-29,1730.0,A
USGS,02087500,1932-05-30,860.0,A
USGS,02087500,1932-05-31,500.0,A
USGS,02087500,1932-06-01,419.0,A
USGS,02087500,1932-06-02,372.0,A
USGS,02087500,1932-06-03,326.0,A
USGS,02087500,1932-06-04,326.0,A
USGS,02087500,1932-06-05,312.0,A
USGS,02087500,1932-06-06,266.0,A
USGS,02087500,1932-06-07,411.0,A
USGS,02087500,1932-06-08,344.0,A
USGS,02087500,1932-06-09,330.0,A
USGS,02087500,1932-06-10,305.0,A
USGS,02087500,1932-06-11,383.0,A
USGS,02087500,1932-06-12,455.0,A
USGS,02087500,1932-06-13,890.0,A
USGS,02087500,1932-06-14,1040.0,A
USGS,02087500,1932-06-15,625.0,A
USGS,02087500,1932-06-16,535.0,A
USGS,02087500,1932-06-17,443.0,A
USGS,02087500,1932-06-18,443.0,A
USGS,02087500,1932-06-19,455.0,A
USGS,02087500,1932-06-20,515.0,A
USGS,02087500,1932-06-21,710.0,A
USGS,02087500,1932-06-22,575.0,A
USGS,02087500,1932-06-23,415.0,A
USGS,02087500,1932-06-24,340.0,A
USGS,02087500,1932-06-25,275.0,A
USGS,02087500,1932-06-26,263.0,A
USGS,02087500,1932-06-27,246.0,A
USGS,02087500,1932-06-28,238.0,A
USGS,02087500,1932-06-29,1450.0,A
USGS,02087500,1932-06-30,1500.0,A
USGS,02087500,1932-07-01,692.0,A
USGS,02087500,1932-07-02,407.0,A
USGS,02087500,1932-07-03,275.0,A
USGS,02087500,1932-07-04,215.0,A
USGS,02087500,1932-07-05,249.0,A
USGS,02087500,1932-07-06,287.0,A
USGS,02087500,1932-07-07,249.0,A
USGS,02087500,1932-07-08,296.0,A
USGS,02087500,1932-07-09,249.0,A
USGS,02087500,1932-07-10,171.0,A
USGS,02087500,1932-07-11,169.0,A
USGS,02087500,1932-07-12,221.0,A
USGS,02087500,1932-07-13,176.0,A
USGS,02087500,1932-07-14,126.0,A
USGS,02087500,1932-07-15,137.0,A
USGS,02087500,1932-07-16,146.0,A
USGS,02087500,1932-07-17,129.0,A
USGS,02087500,1932-07-18,128.0,A
